Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Cluster,Silhouette
R2883,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,52,Easy,U637,None,1,Feedback 2883,2024-03-28,Fall,Casual,1,245,Gluten,7.07,451,No,1,0.2392466957559719
R2884,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,72,Medium,U508,Gluten-Free,2,Feedback 2884,2024-04-28,Fall,Party,1,640,,6.62,454,Yes,0,0.2700837737141298
R2885,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U675,None,5,Feedback 2885,2024-11-01,Spring,Dinner,6,399,Gluten,16.27,331,Yes,1,0.2743763653329353
R2886,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,34,Easy,U902,None,2,Feedback 2886,2024-08-27,Summer,Casual,1,252,Gluten,17.1,80,Yes,1,0.2347983696902483
R2887,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,76,Easy,U969,None,5,Feedback 2887,2024-01-29,Fall,Party,5,477,Gluten,15.32,138,Yes,1,0.298467756725665
R2888,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,46,Hard,U217,Vegetarian,2,Feedback 2888,2024-06-15,Summer,Party,3,350,Dairy,5.44,350,Yes,4,0.2848027234000988
R2889,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,70,Medium,U942,None,3,Feedback 2889,2024-11-27,Spring,Party,4,700,,17.55,149,Yes,3,0.2660553404445857
R2890,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,26,Medium,U273,None,1,Feedback 2890,2024-09-01,Spring,Party,6,553,,15.62,433,Yes,3,0.2865173334744761
R2891,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,77,Hard,U356,Vegetarian,4,Feedback 2891,2024-09-09,Summer,Dinner,1,374,Dairy,18.91,337,No,4,0.28470584907785335
R2892,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,20,Medium,U855,Gluten-Free,4,Feedback 2892,2024-10-30,Spring,Lunch,1,308,,9.96,298,Yes,0,0.289002131384766
R2893,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,57,Hard,U262,Vegetarian,1,Feedback 2893,2024-11-26,Summer,Lunch,1,423,Dairy,16.77,266,No,4,0.36617102144140234
R2894,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,51,Hard,U304,Vegetarian,2,Feedback 2894,2024-03-14,Summer,Party,3,361,Dairy,7.47,277,Yes,4,0.3360407854367473
R2895,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,67,Easy,U264,Vegan,2,Feedback 2895,2024-10-17,Fall,Casual,4,628,Soy,11.32,115,No,2,0.3108867906451578
R2896,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,39,Easy,U646,None,2,Feedback 2896,2024-01-13,Summer,Dinner,5,724,Gluten,18.37,430,Yes,1,0.24763172847202755
R2897,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,20,Easy,U636,None,4,Feedback 2897,2024-10-11,Fall,Party,2,341,Gluten,10.44,429,No,1,0.2585003758663254
R2898,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,33,Hard,U180,Vegetarian,2,Feedback 2898,2024-02-16,Summer,Lunch,1,708,Dairy,5.22,141,Yes,4,0.24807466896797672
R2899,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,43,Medium,U160,Gluten-Free,2,Feedback 2899,2024-09-13,Spring,Dinner,3,347,,5.67,57,No,0,0.23777412466329653
R2900,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,22,Easy,U896,Vegan,5,Feedback 2900,2024-07-30,Spring,Casual,1,211,Soy,16.48,79,No,2,0.22316853017792498
R2901,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U805,Vegan,5,Feedback 2901,2024-12-02,Fall,Party,3,311,Soy,8.07,318,No,2,0.2750776975561298
R2902,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U179,Vegetarian,4,Feedback 2902,2024-07-17,Fall,Party,6,426,Dairy,11.06,297,No,4,0.38542714589964316
R2903,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,30,Hard,U610,Vegetarian,5,Feedback 2903,2024-07-06,Winter,Dinner,5,653,Dairy,15.1,63,Yes,4,0.27627932545925415
R2904,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,88,Medium,U275,Gluten-Free,5,Feedback 2904,2024-03-24,Winter,Dinner,1,261,,16.58,439,Yes,0,0.23144870618468685
R2905,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,79,Medium,U472,Gluten-Free,5,Feedback 2905,2024-11-03,Fall,Casual,6,684,,5.11,354,Yes,0,0.2555334996229347
R2906,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,71,Easy,U409,Vegan,4,Feedback 2906,2024-03-27,Spring,Lunch,1,413,Soy,18.79,380,Yes,2,0.29683467470654507
R2907,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,60,Medium,U436,None,3,Feedback 2907,2024-12-09,Winter,Casual,6,214,,15.01,67,No,3,0.2403278056874469
R2908,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,69,Medium,U235,Gluten-Free,4,Feedback 2908,2024-08-30,Summer,Casual,2,314,,13.15,123,No,0,0.30084032197473654
R2909,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,18,Medium,U895,Gluten-Free,5,Feedback 2909,2024-11-10,Summer,Casual,1,298,,13.89,403,Yes,0,0.26945766371403396
R2910,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,47,Hard,U821,Vegetarian,2,Feedback 2910,2024-12-03,Fall,Party,6,756,Dairy,7.54,87,No,4,0.2618827561795875
R2911,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,43,Medium,U485,Gluten-Free,5,Feedback 2911,2024-12-31,Fall,Dinner,6,308,,15.38,167,No,0,0.3145168587560837
R2912,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,46,Easy,U603,None,2,Feedback 2912,2024-06-20,Spring,Dinner,5,487,Gluten,12.89,379,No,1,0.36099901399106904
R2913,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,40,Easy,U484,None,5,Feedback 2913,2024-12-15,Winter,Dinner,3,759,Gluten,7.72,304,Yes,1,0.26987273004196505
R2914,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,32,Easy,U140,None,2,Feedback 2914,2024-06-13,Summer,Lunch,3,243,Gluten,5.79,233,Yes,1,0.24001826094044093
R2915,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U668,None,4,Feedback 2915,2024-08-01,Spring,Dinner,4,733,Gluten,8.04,430,No,1,0.23595024971637918
R2916,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,68,Medium,U767,Gluten-Free,4,Feedback 2916,2024-07-20,Summer,Party,6,279,,17.26,146,No,0,0.2720992157170704
R2917,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,81,Hard,U155,Vegetarian,4,Feedback 2917,2024-02-15,Fall,Lunch,6,553,Dairy,5.42,267,No,4,0.2835395206920221
R2918,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,28,Medium,U430,Gluten-Free,1,Feedback 2918,2024-12-03,Spring,Lunch,2,670,,12.99,393,No,0,0.3167095742820456
R2919,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,35,Easy,U137,Vegan,5,Feedback 2919,2024-04-13,Fall,Dinner,6,333,Soy,16.4,61,Yes,2,0.26742929317990416
R2920,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,42,Medium,U921,Gluten-Free,3,Feedback 2920,2024-03-21,Fall,Casual,2,207,,15.21,122,No,0,0.2588964037517069
R2921,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,44,Medium,U285,Gluten-Free,5,Feedback 2921,2024-07-08,Winter,Dinner,1,360,,10.88,85,Yes,0,0.2996144247400267
R2922,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,29,Medium,U885,None,1,Feedback 2922,2024-08-10,Fall,Party,3,411,,10.51,420,No,3,0.30492787497307633
R2923,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U586,Gluten-Free,2,Feedback 2923,2024-06-18,Winter,Party,4,320,,11.22,376,No,0,0.3349610942860399
R2924,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,41,Hard,U902,Vegetarian,4,Feedback 2924,2024-01-25,Summer,Lunch,4,595,Dairy,15.57,462,Yes,4,0.3020607331253342
R2925,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,64,Medium,U100,Gluten-Free,4,Feedback 2925,2024-01-16,Winter,Party,4,511,,10.7,246,No,0,0.38576706135249045
R2926,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,40,Easy,U318,None,5,Feedback 2926,2024-10-26,Summer,Casual,6,238,Gluten,8.52,186,Yes,1,0.2731886825883155
R2927,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U600,Vegan,4,Feedback 2927,2024-12-11,Fall,Dinner,6,516,Soy,18.27,196,No,2,0.2833417701189778
R2928,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,63,Medium,U578,None,2,Feedback 2928,2024-08-09,Fall,Lunch,1,472,,17.91,455,No,3,0.27769051596777433
R2929,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,69,Medium,U487,Gluten-Free,1,Feedback 2929,2024-01-19,Winter,Dinner,2,737,,15.83,426,Yes,0,0.28562252842338437
R2930,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,33,Easy,U146,Vegan,5,Feedback 2930,2024-01-22,Winter,Lunch,5,606,Soy,10.91,367,Yes,2,0.33635833797336806
R2931,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,84,Easy,U345,None,2,Feedback 2931,2024-02-17,Fall,Lunch,1,734,Gluten,14.03,206,No,1,0.2604036616310619
R2932,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,36,Easy,U595,Vegan,2,Feedback 2932,2024-12-22,Spring,Lunch,5,303,Soy,9.87,125,No,2,0.29412088298829814
R2933,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,85,Medium,U219,None,1,Feedback 2933,2024-08-09,Spring,Dinner,1,255,,16.94,360,Yes,3,0.2387321707628093
R2934,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,60,Medium,U364,Gluten-Free,1,Feedback 2934,2024-10-16,Spring,Lunch,2,371,,6.19,235,No,0,0.31156293110789196
R2935,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,34,Medium,U138,Gluten-Free,3,Feedback 2935,2024-11-26,Fall,Party,2,669,,9.46,324,Yes,0,0.33434036080461343
R2936,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U641,Vegetarian,1,Feedback 2936,2024-05-21,Winter,Party,6,675,Dairy,12.3,310,No,4,0.3680370003443893
R2937,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U609,Vegetarian,1,Feedback 2937,2024-06-25,Fall,Lunch,6,749,Dairy,6.52,459,Yes,4,0.2474204896542053
R2938,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,57,Medium,U584,Gluten-Free,1,Feedback 2938,2024-09-18,Winter,Casual,2,541,,11.99,241,No,0,0.3976680563399511
R2939,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,36,Hard,U365,Vegetarian,5,Feedback 2939,2024-03-06,Fall,Party,3,588,Dairy,13.86,229,Yes,4,0.3706144531463727
R2940,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,65,Easy,U379,Vegan,1,Feedback 2940,2024-07-06,Winter,Lunch,1,256,Soy,13.44,50,Yes,2,0.257428868944578
R2941,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U349,None,4,Feedback 2941,2024-04-29,Fall,Lunch,4,790,Gluten,13.27,235,No,1,0.2777765881376415
R2942,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,30,Medium,U943,None,1,Feedback 2942,2024-01-02,Winter,Party,4,664,,15.35,462,Yes,3,0.2662533746625115
R2943,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,75,Medium,U434,Gluten-Free,3,Feedback 2943,2024-04-30,Spring,Dinner,3,442,,16.85,456,Yes,0,0.28838524944967625
R2944,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,26,Medium,U585,None,1,Feedback 2944,2024-06-06,Spring,Dinner,5,516,,7.36,481,No,3,0.24920316382997076
R2945,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,63,Easy,U291,Vegan,2,Feedback 2945,2024-04-26,Spring,Lunch,5,365,Soy,11.55,471,No,2,0.30218083168340154
R2946,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,87,Medium,U780,None,2,Feedback 2946,2024-01-27,Fall,Lunch,1,359,,6.3,253,No,3,0.24429906720780709
R2947,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U529,None,2,Feedback 2947,2024-08-07,Summer,Dinner,6,299,Gluten,14.41,463,Yes,1,0.2516534235361312
R2948,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,36,Easy,U214,Vegan,3,Feedback 2948,2024-07-17,Summer,Lunch,6,452,Soy,5.37,123,No,2,0.26188343665483116
R2949,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U320,Vegetarian,2,Feedback 2949,2024-07-16,Summer,Dinner,4,369,Dairy,5.96,333,No,4,0.29598195088194235
R2950,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U859,Gluten-Free,4,Feedback 2950,2024-02-29,Winter,Dinner,6,778,,17.29,195,Yes,0,0.2762921491476449
R2951,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,38,Hard,U393,Vegetarian,3,Feedback 2951,2024-11-28,Fall,Party,6,207,Dairy,11.56,377,Yes,4,0.2784442163650251
R2952,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,15,Medium,U399,Gluten-Free,2,Feedback 2952,2024-12-05,Winter,Casual,4,626,,19.21,473,Yes,0,0.21996027867097936
R2953,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U568,None,3,Feedback 2953,2024-07-16,Summer,Party,1,263,,16.94,240,Yes,3,0.26026228452960815
R2954,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,77,Medium,U436,Gluten-Free,4,Feedback 2954,2024-04-05,Winter,Party,3,232,,12.29,234,Yes,0,0.2885230580185643
R2955,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U494,Gluten-Free,2,Feedback 2955,2024-03-10,Summer,Dinner,3,687,,9.69,322,Yes,0,0.34143133038315426
R2956,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,41,Easy,U453,Vegan,2,Feedback 2956,2024-03-31,Summer,Dinner,1,464,Soy,5.46,194,No,2,0.2913328069247439
R2957,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,16,Medium,U381,Gluten-Free,2,Feedback 2957,2024-05-03,Winter,Dinner,4,652,,11.44,219,Yes,0,0.292455084304957
R2958,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,37,Medium,U263,Gluten-Free,5,Feedback 2958,2024-10-06,Spring,Lunch,4,414,,13.01,169,No,0,0.34886731760369427
R2959,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,38,Hard,U748,Vegetarian,4,Feedback 2959,2024-12-10,Spring,Dinner,5,665,Dairy,15.16,228,No,4,0.34737540434251507
R2960,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U288,None,2,Feedback 2960,2024-11-27,Summer,Dinner,2,258,Gluten,19.62,112,Yes,1,0.22381047743975582
R2961,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,48,Hard,U166,Vegetarian,3,Feedback 2961,2024-10-12,Summer,Lunch,2,435,Dairy,7.39,294,No,4,0.3474742451059361
R2962,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U449,None,3,Feedback 2962,2024-01-19,Winter,Party,6,728,Gluten,18.0,221,No,1,0.22763477836568577
R2963,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U235,Gluten-Free,3,Feedback 2963,2024-03-02,Winter,Party,2,468,,13.35,55,Yes,0,0.29437257486412227
R2964,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,17,Hard,U167,Vegetarian,5,Feedback 2964,2024-01-15,Fall,Lunch,5,557,Dairy,19.22,180,Yes,4,0.256038297636072
R2965,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,32,Medium,U442,None,5,Feedback 2965,2024-07-15,Winter,Dinner,5,675,,12.02,416,No,3,0.296886564092924
R2966,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U566,None,3,Feedback 2966,2024-06-27,Summer,Lunch,4,608,Gluten,15.18,426,No,1,0.2528154714782738
R2967,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U275,None,5,Feedback 2967,2024-09-28,Fall,Lunch,1,217,,9.21,144,No,3,0.26216433368333153
R2968,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,80,Medium,U276,Gluten-Free,1,Feedback 2968,2024-03-26,Summer,Dinner,3,433,,7.16,218,No,0,0.2990003514374513
R2969,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,54,Hard,U531,Vegetarian,5,Feedback 2969,2024-08-02,Winter,Lunch,2,245,Dairy,17.89,396,Yes,4,0.2706471039261925
R2970,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U387,Vegetarian,2,Feedback 2970,2024-01-04,Spring,Party,2,327,Dairy,12.91,442,Yes,4,0.27361811574654327
R2971,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,74,Easy,U640,Vegan,5,Feedback 2971,2024-12-15,Winter,Dinner,2,736,Soy,10.99,344,No,2,0.2967910070119468
R2972,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,73,Medium,U988,Gluten-Free,2,Feedback 2972,2024-02-25,Winter,Dinner,2,603,,10.11,405,No,0,0.32890703615631606
R2973,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U460,Vegan,5,Feedback 2973,2024-06-03,Winter,Dinner,6,487,Soy,5.76,288,No,2,0.25432337472499
R2974,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,71,Hard,U613,Vegetarian,1,Feedback 2974,2024-04-11,Fall,Party,6,683,Dairy,16.04,403,Yes,4,0.30144630408128886
R2975,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,55,Medium,U509,None,4,Feedback 2975,2024-10-29,Spring,Dinner,5,565,,7.25,477,Yes,3,0.2716079895092307
R2976,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,39,Medium,U911,Gluten-Free,1,Feedback 2976,2024-02-17,Summer,Lunch,5,341,,10.47,386,No,0,0.33498922583635965
R2977,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,58,Hard,U333,Vegetarian,1,Feedback 2977,2024-01-10,Summer,Dinner,6,603,Dairy,14.21,79,Yes,4,0.3244517990562131
R2978,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,57,Easy,U712,None,1,Feedback 2978,2024-04-20,Winter,Party,2,493,Gluten,14.52,232,No,1,0.37241184088069834
